dci,medicamento,pdf_url,info_pdf
Apixabano,Eliquis,,"{""resumo"": ""Não foi possível extrair texto do PDF do folheto informativo.""}"
Apomorfina,Kynmobi,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""dci"": ""cloridrato de apomorfina"", ""medicamento"": ""Kynmobi"", ""indicacoes"": [""Reduzir a quantidade de tempo passado em “OFF” em doentes com doença de Parkinson, quando os sintomas são notavelmente piores.""], ""indicacoes_key"": [""Doença Parkinson"", ""Períodos OFF""], ""efeitos_indesejaveis"": {""frequentes"": [""Sonolência"", ""Bocejos"", ""Sensação de enjoo"", ""Irritação bucal (dor, vermelhidão, aftas)"", ""Alucinações"", ""Movimentos anormais involuntários"", ""Queda da tensão arterial ao levantar-se""], ""outros"": [""Perturbação psicótica"", ""Paragem do coração"", ""Reação alérgica grave"", ""Perturbações do controlo dos impulsos"", ""Ereção peniana prolongada"", ""Síndrome neuroléptica maligna""]}, ""conservacao"": ""Manter fora da vista e do alcance das crianças. Não conservar acima de 25 °C. Conservar na saqueta para proteger da luz e da humidade. Manter na saqueta até estar pronto para tomar."", ""aviso_critico"": ""Não tome Kynmobi com ondansetrona devido ao risco de queda abrupta da pressão arterial e perda de consciência. Pode causar perturbações do controlo dos impulsos (ex: jogo patológico, aumento do interesse sexual) e síndrome neuroléptica maligna. Risco de ereções dolorosas e prolongadas. Contém metabissulfito, que pode causar reações de hipersensibilidade graves e broncospasmo. Não ingerir álcool."", ""idade_minima"": 18, ""gravidez_seguro"": ""nao"", ""gravidez_nota"": ""Kynmobi não é recomendado se estiver grávida. Deve utilizar contraceção eficaz se puder engravidar."", ""amamentacao_seguro"": ""condicionado"", ""amamentacao_nota"": ""Desconhece-se se Kynmobi passa para o leite materno no ser humano. Fale com o seu médico que a aconselhará se deve interromper a amamentação ou suspender o tratamento com Kynmobi, tendo em conta o benefício do tratamento para si e o benefício da amamentação para o seu filho.""}"
Aprepitant,Aprepitant Generis,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""dci"": ""aprepitant"", ""medicamento"": ""Aprepitant Generis"", ""indicacoes"": [""Prevenção de náuseas e vómitos causados por tratamentos de quimioterapia (tratamento do cancro) que são indutores fortes e moderados de náuseas e vómito.""], ""indicacoes_key"": [""Náuseas quimioterapia"", ""Vómito quimioterapia""], ""efeitos_indesejaveis"": {""frequentes"": [""Obstipação"", ""Indigestão"", ""Dor de cabeça"", ""Cansaço"", ""Perda de apetite"", ""Soluços"", ""Aumento dos valores dos testes sanguíneos ao fígado""], ""outros"": [""Tonturas"", ""Insónia"", ""Acne"", ""Erupção cutânea"", ""Ansiedade"", ""Arroto"", ""Náuseas"", ""Vómito"", ""Azia"", ""Dor no estômago"", ""Boca seca"", ""Libertação de gases intestinais"", ""Aumento da frequência do ato de urinar com dor ou ardor"", ""Fraqueza"", ""Sensação geral de mal-estar"", ""Rubor na face"", ""Vermelhidão da face ou pele"", ""Pulsação rápida ou irregular"", ""Febre com risco aumentado de infeção"", ""Diminuição dos glóbulos vermelhos"", ""Dificuldade em pensar"", ""Falta de energia"", ""Alteração do paladar"", ""Sensibilidade da pele ao sol"", ""Transpiração excessiva"", ""Pele oleosa"", ""Feridas na pele"", ""Comichão"", ""Síndrome de Stevens-Johnson"", ""Necrólise epidérmica tóxica"", ""Euforia"", ""Desorientação"", ""Infeção bacteriana"", ""Infeção fúngica"", ""Obstipação grave"", ""Úlcera no estômago"", ""Inflamação do intestino delgado e cólon"", ""Úlceras na boca"", ""Flatulência"", ""Aumento da frequência do ato de urinar"", ""Aumento do volume de urina"", ""Presença de glóbulos vermelhos ou açúcar na urina"", ""Desconforto no peito"", ""Inchaço"", ""Alteração na forma de andar"", ""Tosse"", ""Muco na garganta"", ""Irritação na garganta"", ""Espirros"", ""Garganta irritada"", ""Secreções e comichão nos olhos"", ""Zumbidos nos ouvidos"", ""Espasmos musculares"", ""Fraqueza muscular"", ""Sede excessiva"", ""Pulsação lenta"", ""Doença do coração ou dos vasos sanguíneos"", ""Diminuição dos glóbulos brancos"", ""Diminuição dos níveis de sódio no sangue"", ""Perda de peso"", ""Urticária"", ""Dificuldade a respirar ou engolir""]}, ""conservacao"": ""Manter fora da vista e do alcance das crianças. Não utilizar após o prazo de validade. Conservar na embalagem de origem para proteger da humidade. Retirar a cápsula do blister apenas na altura de a tomar."", ""aviso_critico"": ""Não tome se tem alergia ao aprepitant ou a qualquer componente. Contraindicado com pimozida, terfenadina, astemizol e cisaprida. Procure ajuda médica imediata se ocorrerem sinais de reação alérgica grave (urticária, erupção cutânea, comichão, dificuldade em respirar ou engolir). Contraceção hormonal pode ser ineficaz; use método adicional durante o tratamento e por 2 meses após."", ""idade_minima"": 12, ""gravidez_seguro"": ""condicionado"", ""gravidez_nota"": ""Este medicamento não deve ser usado durante a gravidez a menos que seja manifestamente necessário. Se está grávida ou planeia engravidar, consulte o médico antes de tomar este medicamento. Para informação sobre controlo da natalidade, ver “Outros medicamentos e Aprepitant Generis”."", ""amamentacao_seguro"": ""nao"", ""amamentacao_nota"": ""Desconhece-se se o Aprepitant Generis é excretado no leite humano; por isso, não se recomenda a amamentação durante o tratamento com este medicamento. É importante que diga ao médico se está a amamentar ou se está a planear amamentar antes de tomar este medicamento.""}"
Aripiprazol,Aripiprazol Aurovitas,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""dci"": ""aripiprazol"", ""medicamento"": ""Aripiprazol Aurovitas"", ""indicacoes"": [""Tratamento de esquizofrenia em adultos e adolescentes (idade ≥ 15 anos), caracterizada por sintomas psicóticos como alucinações, delírios, discurso e comportamento incoerentes, apatia emocional, depressão, culpa, ansiedade ou tensão."", ""Tratamento de episódios maníacos moderados a graves em adultos e adolescentes (idade ≥ 13 anos), caracterizados por euforia, energia excessiva, redução da necessidade de sono, discurso rápido, ideias rápidas e irritabilidade grave. Prevenção de recorrência de episódios maníacos em doentes adultos que responderam ao tratamento.""], ""indicacoes_key"": [""Esquizofrenia"", ""Episódios maníacos""], ""efeitos_indesejaveis"": {""frequentes"": [""Diabetes mellitus"", ""Dificuldade em dormir"", ""Sensação de ansiedade"", ""Agitação e incapacidade de ficar quieto (acatisia)"", ""Movimentos incontroláveis de contração muscular, espasmos ou contorção"", ""Tremores"", ""Dores de cabeça"", ""Cansaço"", ""Sonolência"", ""Atordoamento"", ""Visão tremida e desfocada"", ""Dificuldade em defecar (indigestão)"", ""Má disposição"", ""Maior produção de saliva do que o normal"", ""Vómitos""], ""outros"": [""Níveis sanguíneos diminuídos ou aumentados da hormona prolactina"", ""Demasiado açúcar no sangue"", ""Depressão"", ""Interesse sexual alterado ou aumentado"", ""Movimentos incontroláveis da boca, língua e membros (discinesia tardia)"", ""Afeção muscular causando movimentos de torção (distonia)"", ""Pernas inquietas"", ""Visão dupla"", ""Sensibilidade dos olhos à luz"", ""Batimentos cardíacos acelerados"", ""Queda da pressão sanguínea ao levantar (tonturas, atordoamento ou desmaio)"", ""Soluços"", ""Níveis baixos de glóbulos brancos"", ""Níveis baixos de plaquetas"", ""Reação alérgica (inchaço da boca, língua, face e garganta, comichão, urticária)"", ""Aparecimento ou agravamento de diabetes, cetoacidose ou coma"", ""Valores elevados do açúcar no sangue"", ""Níveis insuficientes de sódio no sangue"", ""Perda de apetite (anorexia)"", ""Perda de peso"", ""Aumento de peso"", ""Pensamentos suicidas, tentativa de suicídio e suicídio"", ""Sensação de agressividade"", ""Agitação"", ""Nervosismo"", ""Síndrome neuroléptica maligna (febre, rigidez muscular, respiração acelerada, transpiração, redução da consciência, alterações súbitas da pressão arterial e frequência cardíaca, desmaio)"", ""Convulsões"", ""Síndrome serotoninérgica (sentimentos de grande felicidade, sonolência, descoordenação motora, inquietação, sensação de embriaguez, febre, transpiração ou rigidez muscular)"", ""Alteração da fala"", ""Fixação dos globos oculares numa posição"", ""Morte súbita inexplicável"", ""Batimento cardíaco irregular com risco para a vida"", ""Ataque cardíaco"", ""Batimento cardíaco mais lento"", ""Coágulos sanguíneos nas veias (especialmente nas pernas), com risco de embolia pulmonar"", ""Pressão arterial elevada"", ""Desmaio"", ""Inalação acidental de alimentos com risco de pneumonia"", ""Espasmo dos músculos em volta da caixa vocal"", ""Inflamação do pâncreas"", ""Dificuldade em engolir"", ""Diarreia"", ""Desconforto abdominal"", ""Desconforto do estômago"", ""Insuficiência do fígado"", ""Inflamação do fígado"", ""Amarelecimento da pele e da zona branca dos olhos"", ""Alteração nos valores dos testes laboratoriais da função hepática"", ""Erupção cutânea"", ""Sensibilidade da pele à luz"", ""Calvície"", ""Transpiração excessiva"", ""Reações alérgicas graves (DRESS)"", ""Degradação anormal do músculo que pode dar origem a problemas dos rins"", ""Dor muscular"", ""Rigidez"", ""Perda involuntária de urina (incontinência)"", ""Dificuldade em urinar"", ""Sintomas de privação em bebés recém-nascidos em caso de exposição durante a gravidez"", ""Ereção prolongada e/ou dolorosa"", ""Dificuldade em controlar a temperatura corporal ou elevação da temperatura corporal"", ""Dor no peito"", ""Inchaço das mãos, tornozelos ou pés"", ""Aumento ou flutuação do açúcar no sangue, aumento da hemoglobina glicosilada (em análises sanguíneas)"", ""Distúrbios do controlo de impulsos (jogo excessivo, interesse sexual alterado ou aumentado, compras e gastos excessivos, compulsão alimentar periódica ou ingestão compulsiva, tendência para deambular)"", ""Em doentes idosos com demência: mais casos fatais, acidente vascular cerebral ou “mini” acidente vascular cerebral.""]}, ""conservacao"": ""Manter fora da vista e do alcance das crianças. Não utilizar após o prazo de validade. Não necessita de precauções especiais de conservação."", ""aviso_critico"": ""Aviso importante: Foram notificados pensamentos e comportamentos suicidas. Informe o médico imediatamente se tiver pensamentos de automutilação. Informe o médico imediatamente se sofrer de rigidez muscular, febre alta, transpiração, estado mental alterado ou batimento cardíaco irregular (síndrome neuroléptica maligna). Informe o médico se desenvolver distúrbios do controlo de impulsos (jogo viciante, gastos excessivos, aumento do desejo sexual, compulsão alimentar). Em idosos com demência, há um risco aumentado de acidentes vasculares cerebrais e casos fatais."", ""idade_minima"": 13, ""gravidez_seguro"": ""condicionado"", ""gravidez_nota"": ""Se está grávida, pensa estar grávida ou planeia engravidar, consulte o seu médico. Em recém-nascidos cujas mães utilizaram Aripiprazol Aurovitas no último trimestre de gravidez podem ocorrer sintomas como tremor, rigidez/fraqueza muscular, sonolência, agitação, problemas respiratórios e dificuldades na alimentação. Contacte o médico se o bebé desenvolver estes sintomas."", ""amamentacao_seguro"": ""condicionado"", ""amamentacao_nota"": ""O médico discutirá se deve amamentar, considerando o benefício da terapêutica para a mãe e o benefício da amamentação para o bebé. Não deverá fazer ambas.""}"
Arteméter + Lumefantrina,Airalam,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""dci"": ""Arteméter + Lumefantrina"", ""medicamento"": ""Airalam"", ""indicacoes"": [""Tratamento de infeções por malária em adultos, crianças e lactentes com peso corporal igual ou superior a 5 kg."", ""Tratamento de infeções por malária devida a Plasmodium falciparum.""], ""indicacoes_key"": [""Malária, tratamento"", ""Plasmodium falciparum""], ""efeitos_indesejaveis"": {""frequentes"": [""Batimento cardíaco rápido"", ""Dores de cabeça"", ""Tonturas"", ""Tosse"", ""Vómitos"", ""Dor de estômago"", ""Náuseas"", ""Dores musculares ou articulares"", ""Perda de apetite"", ""Fadiga ou fraqueza geral"", ""Perturbações do ritmo cardíaco (prolongamento QTc)"", ""Sintomas de problemas hepáticos (náuseas persistentes, problemas de estômago, perda de apetite, cansaço ou fraqueza não usuais)"", ""Diarreia"", ""Andar anormal"", ""Formigueiro ou dormência das mãos e dos pés"", ""Erupção ou prurido na pele"", ""Insónia""], ""outros"": [""Incapacidade de coordenar movimentos"", ""Contrações musculares"", ""Diminuição da sensibilidade da pele"", ""Sonolência"", ""Reação alérgica grave (erupção cutânea, inchaço da face, lábios, língua ou garganta com dificuldade em engolir ou respirar)"", ""Anemia hemolítica retardada (devido à destruição dos glóbulos vermelhos, notificada até algumas semanas após a interrupção do tratamento)""]}, ""conservacao"": ""Não conservar acima de 30 ºC. Conservar na embalagem de origem. Manter fora do alcance e da vista das crianças."", ""aviso_critico"": ""Pode provocar sono, tonturas ou fraqueza generalizada. Não deve conduzir nem utilizar ferramentas ou máquinas."", ""idade_minima"": 0, ""gravidez_seguro"": ""condicionado"", ""gravidez_nota"": ""Informe o seu médico se está grávida ou se está a planear ficar grávida. O seu médico irá decidir se deverá utilizar este medicamento. Se ficar grávida durante um tratamento com Airalam, deve prevenir o seu médico."", ""amamentacao_seguro"": ""nao"", ""amamentacao_nota"": ""Não deve tomar Airalam se estiver a amamentar.""}"
Articaína + Adrenalina,Artinibsa,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Aspartato de magnésio,Magnesiocard,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atenolol,Atenolol Sandoz,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atenolol + Clorotalidona,Tenoretic,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""dci"": ""atenolol+clorotalidona"", ""medicamento"": ""Tenoretic"", ""indicacoes"": [""Tratamento da pressão arterial elevada (hipertensão)""], ""indicacoes_key"": [""Hipertensão"", ""Pressão alta""], ""efeitos_indesejaveis"": {""frequentes"": [""Pulsação lenta"", ""Mãos e pés frios"", ""Diarreia"", ""Mal-estar geral (náuseas)"", ""Cansaço"", ""Aumento de ácido úrico"", ""Baixos níveis de sódio"", ""Baixos níveis de potássio"", ""Diminuição da tolerância à glucose""], ""outros"": [""Reações alérgicas (inchaços da pele, cara, lábios, boca, língua ou garganta)"", ""Perturbações do sono"", ""Elevação dos níveis das transaminases"", ""Bloqueio cardíaco"", ""Dormência e espasmos dos dedos (Doença de Raynaud)"", ""Alterações do humor"", ""Pesadelos"", ""Confusão"", ""Alterações de personalidade (psicoses)"", ""Dor de cabeça"", ""Tonturas"", ""Sensação de formigueiro"", ""Incapacidade de ter uma ereção (impotência)"", ""Boca seca"", ""Olhos secos"", ""Alterações da visão"", ""Enfraquecimento do cabelo"", ""Erupção na pele"", ""Alucinações"", ""Número reduzido de plaquetas no sangue"", ""Redução do número de glóbulos brancos"", ""Manchas púrpura na pele"", ""Icterícia"", ""Pancreatite"", ""Agravamento de Psoríase"", ""Agravamento de falta de ar ou inchaço dos tornozelos (insuficiência cardíaca)"", ""Agravamento de asma ou problemas respiratórios"", ""Agravamento de má circulação"", ""Depressão"", ""Prisão de ventre"", ""Síndrome do tipo Lúpus"", ""Diminuição da visão ou dor nos olhos devido a pressão elevada (efusão coroidal, glaucoma agudo de ângulo fechado)""]}, ""conservacao"": ""Manter fora da vista e do alcance das crianças. Conservar a temperatura inferior a 25 °C. Conservar os comprimidos na embalagem de origem, dentro dos blisters, para proteger da luz e humidade. Não utilizar após o prazo de validade. Não deitar fora na canalização ou lixo doméstico."", ""aviso_critico"": ""Se sentir uma diminuição na visão ou dor ocular, podem ser sintomas de acumulação de líquido na camada vascular do olho ou aumento da pressão no olho, podendo levar à perda permanente de visão se não for tratada. Pessoas com alergia à penicilina ou sulfonamida podem ter maior risco."", ""idade_minima"": 18, ""gravidez_seguro"": ""nao"", ""gravidez_nota"": ""Não tome Tenoretic/Tenoretic Mite se está grávida ou planeia engravidar."", ""amamentacao_seguro"": ""nao"", ""amamentacao_nota"": ""Não tome Tenoretic/Tenoretic Mite se está a amamentar.""}"
Atogepant,Aquipta,https://www.ema.europa.eu/pt/documents/product-information/aquipta-epar-product-information_pt.pdf,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atomoxetina,Atomoxetina Generis,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atorvastatina + Ezetimiba,Atorvastatina + Ezetimiba Zentiva,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atorvastatina + Perindopril + Amlodipina,Triveram,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atovaquona + Proguanilo,Malarone,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Atropina,Atropocil,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Avanafil,Spedra,,"{""resumo"": ""Não foi possível extrair texto do PDF do folheto informativo.""}"
Azatioprina,Azafalk,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Azelastina,Allergodil,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Azelastina + Fluticasona,Flustine,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Azilsartan medoxomilo,Edarbi,,"{""resumo"": ""Não foi possível extrair texto do PDF do folheto informativo.""}"
Azilsartan medoxomilo + Clorotalidona,Edarclor,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Azitromicina,Azitromicina Aurovitas,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Aztreonam,Cayston,,"{""resumo"": ""Não foi possível extrair texto do PDF do folheto informativo.""}"
Bacillus doederlein,Normogin,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Bacitracina + Neomicina,Dimicina,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=714823906d5f11e29532c5fbaab05c76,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bacitracina + Polimixina B,Polisulfadê,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Bacitracina + Retinol,Bacitracina Zimaia,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Baclofeno,Lioresal,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Beclometasona,Beclotaide,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Beclometasona + Formoterol + Brometo de glicopirrónio,Trimbow,,"{""resumo"": ""Não foi possível extrair texto do PDF do folheto informativo.""}"
Beladona + Fenolftaleína e outras associações,Doce Alívio,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Benfotiamina,Vilotram,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Álcool diclorobenzílico + Benzidamina,Mebocaína Anti-Inflam,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Benzidamina + Cloreto de cetilpiridínio,Septolete Duo cola,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Benzilpenicilina benzatínica,Lentocilin S 1200,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Benzilpenicilina benzatínica + Benzilpenicilina potássica + Benzilpenicilina procaínica,Lentocilin 6.3.3,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Beta-histina,Beta-histina Zentiva,https://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml,"{""resumo"": ""Erro ao enviar o texto para o Gemini: Erro ao enviar o texto para o Gemini: HTTP Error 429: Too Many Requests""}"
Betametasona,Betametasona Basi,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=913cae806d8411e29ccc8f001fb9f46b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betametasona + Calcipotriol,Closalis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f94d2199ff3250efe050a8c034291433,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betametasona + Clotrimazol,Flotiran,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bb6bac206d6011e29e9693b79d6a1388,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betametasona + Gentamicina,Diprogenta,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=909942606d5f11e28bcdb14d22f7da7c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betametasona + Ácido fusídico,Betametasona + Ácido fusídico Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0667da10e82911e493a8c6fcb4d2e005,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betametasona + Ácido salicílico,Diprosalic,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=84bbd8406d5f11e2908ad951c357481e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Betaxolol,Betoptic,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d22984d06c8611e28b928ad6581555a0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bexaroteno,Targretin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=acbfa0606d5a11e2a2d2def721c4db05,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bezafibrato,Bezalip,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2838bf906d5d11e29d8edfce0fc157ef,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bicalutamida,Bicalutamida Accord,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c03ab5006d8f11e29ac2bc90b55bf3d0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bisoprolol,Bisoprolol Aquizent,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e05fb81ea9cf175be050a8c0342907b2,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bisoprolol + Hidroclorotiazida,Bisoprolol + Hidroclorotiazida Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f076cf2023bd11e9800d9075ba536bdc,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bisoprolol + Perindopril,Cosyrel,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ebd7dbe07a4211e491bde067e546fee8,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bisoprolol + Ácido acetilsalicílico,Bisolaz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bffd59a06e5a11e28137e7f3077836fd,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brimonidina,Bglau,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9915e2906d9111e2991af7de6fca4ecb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brimonidina + Brinzolamida,Simbrinza,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=131fada0fab311e3835aea586b1eef95,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brimonidina + Timolol,Bglau Duo,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=09149ef09d02cea8e060a8c0342907fc,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brinzolamida + Timolol,Azarga,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3b7e0c406d9411e2a5a9f8b37e437976,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brivudina,Bridic,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b1b923906da811e28f1db082620bef82,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Bromazepam,Bromazepam Pharmakern,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3e2b38906e5d11e285b48a45425deecb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brometo de aclidínio,Bretaris Genuair,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c8cb19206e6211e2b6d7bc9785ad2135,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Brometo de aclidínio + Formoterol,Brimica Genuair,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7b6adc906c2811e4bfc289ec11630aac,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
